Image,Framework,Version
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\lib\netcoreapp1.0\testhost.dll,.NET Framework,1.0
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\lib\netcoreapp2.1\testhost.dll,.NET Framework,2.1
C:\Users\same_\.nuget\packages\microsoft.testplatform.testhost\17.1.0\lib\uap10.0\testhost.dll,.NET Framework,2.1
C:\Users\same_\.nuget\packages\microsoft.web.webview2\1.0.1264.42\tools\wv2winrt\wv2winrt.exe,.NET Framework,4.8
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\arm64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\arm64\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\arm64\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x64\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x64\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x86\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x86\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.22621.756\bin\10.0.22621.0\x86\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\arm64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\arm64\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\arm64\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x64\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x64\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x86\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x86\PackageEditor.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windows.sdk.buildtools\10.0.26100.1\bin\10.0.26100.0\x86\ComparePackage.exe,.NET Framework,4.6
C:\Users\same_\.nuget\packages\microsoft.windowsappsdk\1.5.240428000\tools\net472\XamlCompiler.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Windows Kits\10\App Certification Kit\microsoft.windows.softwarelogo.taskengine.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\App Certification Kit\appcertui.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\App Certification Kit\appcert.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\AccChecker\acccheckui.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\AccChecker\AccCheckConsole.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\UIAVerify\VisualUIAVerifyNative.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\mbidgenerator.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm\ftquery.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\AccChecker\acccheckui.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\AccChecker\AccCheckConsole.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\UIAVerify\VisualUIAVerifyNative.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\xpsconverter.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\wsutil.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\vsdiagview.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\StoreUploader.exe,.NET Framework,4.0
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\PackageEditor.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\mbidgenerator.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\isxps.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\ftquery.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\arm64\ComparePackage.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\AccChecker\acccheckui.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\AccChecker\AccCheckConsole.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\UIAVerify\VisualUIAVerifyNative.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\xpsconverter.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\wsutil.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\wsdcodegen.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\vsdiagview.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\StoreUploader.exe,.NET Framework,4.0
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\PackageEditor.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\mbidgenerator.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\isxps.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\ftquery.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\ComparePackage.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\AccChecker\acccheckui.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\AccChecker\AccCheckConsole.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\UIAVerify\VisualUIAVerifyNative.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\xpsconverter.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\wsutil.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\wsdcodegen.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\WinAppDeployCmd.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\vsdiagview.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\StoreUploader.exe,.NET Framework,4.0
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\PackageEditor.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\mbidgenerator.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\isxps.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\ftquery.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x86\ComparePackage.exe,.NET Framework,4.6
C:\Program Files (x86)\Windows Kits\10\Testing\Runtimes\TAEF\x64\TE.ManagedHost.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\Testing\Runtimes\TAEF\TE.ManagedHost.exe,.NET Framework,4.5
C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\wpaexporter.dll,.NET Framework,3.1
C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\wpa.dll,.NET Framework,3.1
C:\Program Files (x86)\Xamarin\Simulator\Xamarin.Simulator.Windows.exe,.NET Framework,4.5.2
C:\ProgramData\LGHUB\depots\89250\core\lghub_uninstaller.exe,.NET Framework,4.0
C:\ProgramData\Lidarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\ProgramData\Lidarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\ProgramData\Lidarr\bin\Lidarr.dll,.NET Framework,6.0
C:\ProgramData\Lidarr\bin\Lidarr.Console.dll,.NET Framework,6.0
C:\ProgramData\Microsoft\VisualStudio\SetupWMI\MofCompiler.exe,.NET Framework,4.7.2
C:\Windows\WinSxS\amd64_msbuild_b03f5f7f11d50a3a_4.0.15805.0_none_dc3886319c616739\MSBuild.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_msbuild_b03f5f7f11d50a3a_4.0.15840.3_none_dc3389e19c65e13f\MSBuild.exe,.NET Framework,v4.0.30319
C:\ProgramData\Prowlarr\bin\Prowlarr.dll,.NET Framework,6.0
C:\ProgramData\Prowlarr\bin\Prowlarr.Console.dll,.NET Framework,6.0
C:\ProgramData\Sonarr\bin\Sonarr.dll,.NET Framework,6.0
C:\ProgramData\Sonarr\bin\Sonarr.Console.dll,.NET Framework,6.0
C:\ProgramData\Sonarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\Users\All Users\LGHUB\depots\89250\core\lghub_uninstaller.exe,.NET Framework,4.0
C:\Users\All Users\Lidarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\Users\All Users\Lidarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\Users\All Users\Prowlarr\bin\Prowlarr.Console.dll,.NET Framework,6.0
C:\Users\All Users\Sonarr\bin\Sonarr.dll,.NET Framework,6.0
C:\Users\All Users\Sonarr\bin\Sonarr.Console.dll,.NET Framework,6.0
C:\Users\All Users\Sonarr\bin\ServiceUninstall.dll,.NET Framework,6.0
C:\Users\All Users\Sonarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\Users\same_\.nuget\packages\avalonia\0.10.18\tools\net461\designer\Avalonia.Designer.HostApp.exe,.NET Framework,4.6.1
C:\Users\same_\.nuget\packages\avalonia\0.10.18\tools\netcoreapp2.0\designer\Avalonia.Designer.HostApp.dll,.NET Framework,2.0
C:\Users\same_\.nuget\packages\avalonia\0.10.18\tools\netstandard2.0\Avalonia.Build.Tasks.dll,.NET Framework,2.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csdevkit-1.30.44-win32-x64\components\vs-green-server\platforms\win32-x64\node_modules\@microsoft\visualstudio-code-servicehost.win32-x64\Microsoft.VisualStudio.Code.ServiceHost.dll,.NET Framework,9.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csharp-2.84.19-win32-x64\.roslyn\BuildHost-netcore\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,6.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csharp-2.84.19-win32-x64\.roslyn\Microsoft.CodeAnalysis.LanguageServer.dll,.NET Framework,9.0
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\2.60.0\cli_x64\dotnet-aspnet-codegenerator-design.dll,.NET Framework,2.0
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\4.12.0\cli_x64\Microsoft.Azure.WebJobs.Script.WebHost.dll,.NET Framework,6.0
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\4.12.0\cli_x64\func.dll,.NET Framework,6.0
C:\Users\same_\AppData\Local\Discord\app-0.0.309\Squirrel.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\Discord\Update.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\FACEIT\app-2.1.42\squirrel.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\FACEIT\Update.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\Microsoft.VisualStudio.Setup.ToastNotification.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\InstallCleanup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\feedback.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\Feedback\dump64a.exe,.NET Framework,4.8
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\Feedback\dump64.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\vs_layout.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\vs_installershell.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\vs_installer.windows.exe,.NET Framework,v2.0.50727
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\vs_installer.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\VSInstallerElevationService.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\setup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\Microsoft.VisualStudio.Setup.ToastNotification.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\5vnd0ztg.24a\InstallCleanup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\dkkyfeev.ymw\Feedback\dump64a.exe,.NET Framework,4.8
C:\Users\same_\AppData\Local\Temp\dkkyfeev.ymw\Feedback\dump64.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\dkkyfeev.ymw\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\Feedback\dump64a.exe,.NET Framework,4.8
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\Feedback\dump64.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\vs_layout.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\vs_installershell.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\vs_installer.windows.exe,.NET Framework,v2.0.50727
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\vs_installer.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\VSInstallerElevationService.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\setup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\Microsoft.VisualStudio.Setup.ToastNotification.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\InstallCleanup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\jshgcf32.5bj\feedback.exe,.NET Framework,4.7.2
C:\Windows\assembly\GAC\Microsoft.DirectX.DirectDraw\1.0.2902.0__31bf3856ad364e35\Microsoft.DirectX.DirectDraw.dll,.NET Framework,v1.1.4322
C:\Windows\assembly\GAC\Microsoft.DirectX.DirectInput\1.0.2902.0__31bf3856ad364e35\Microsoft.DirectX.DirectInput.dll,.NET Framework,v1.1.4322
C:\Windows\assembly\GAC\Microsoft.DirectX.DirectPlay\1.0.2902.0__31bf3856ad364e35\Microsoft.DirectX.DirectPlay.dll,.NET Framework,v1.1.4322
C:\Windows\assembly\GAC\Microsoft.DirectX.DirectSound\1.0.2902.0__31bf3856ad364e35\Microsoft.DirectX.DirectSound.dll,.NET Framework,v1.1.4322
C:\Windows\assembly\GAC_32\MSBuild\3.5.0.0__b03f5f7f11d50a3a\MSBuild.exe,.NET Framework,v2.0.50727
C:\Windows\assembly\GAC_MSIL\SMSvcHost\3.0.0.0__b03f5f7f11d50a3a\SMSvcHost.exe,.NET Framework,v2.0.50727
C:\Windows\assembly\NativeImages_v4.0.30319_32\fsc\8f69cc038bdf56ebdc54d518c4964881\fsc.ni.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_32\fsi\6ad0379f945f9408ef87a8e94682f407\fsi.ni.exe,.NET Framework,4.7.2
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\015bb796d565417b686f88765ae8b7d6\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\17afe212b30aa08f7ba3dbdec0268810\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\48f7020225d04d6d41c410a96a6332c6\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\82720edc2724888bd531a8de850e5022\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\a4a7050a993e57f70593f4cacd66b5e0\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\Gatekeeper\e03504f5a82cdf606ce77777af7aad11\Gatekeeper.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\ilc\00793a43892ca80ac648041d92be21e3\ilc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\ilc\598d7ae07043dfefb66413451739625c\ilc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\ilc\6f57497f6e70162cabee33dbbea625de\ilc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\ilc\6fd0635aa618913b339b3ca15cdb84c0\ilc.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\2dd0ee525290a6bd35f83842c63f7980\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\5be9e87d54c234479fe1f2f60beff29b\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\79a9dda41d78f3e725c7dd0182494158\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\8f63a5aec14a13dbeb52afc48124077f\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\a4d351f4e65c43036a1e73ab4f824b40\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sg\f2a18b813852669a5e1b02ce5dd707b1\sg.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sgen\3ef8aa45e2c387970710411450d72024\sgen.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sgen\b1af425b2b24046ac116a057a27d77be\sgen.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\sgen\d7f018f5aa4e7bc23e8eed931f2ea0c5\sgen.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\SqlMetal\2474d7d77bb2905c0eac29cd8e734409\SqlMetal.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\SqlMetal\5de6b113ca6989bb3d2938e930851c5b\SqlMetal.ni.exe,.NET Framework,v4.0.30319
C:\Windows\assembly\NativeImages_v4.0.30319_32\SqlMetal\d0020766d707252295f70938bbd8f0ae\SqlMetal.ni.exe,.NET Framework,v4.0.30319
C:\Windows\System32\FileHistory.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.19041.3636_none_cf2fd7b3701a7245\iediagcmd.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_microsoft-xbox-gamecallableui.appxmain_31bf3856ad364e35_10.0.19041.6033_none_97f89f209c7645d2\XBox.TCUI.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_regasm_b03f5f7f11d50a3a_10.0.19041.1_none_904f8b459208b3ae\RegAsm.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_regasm_b03f5f7f11d50a3a_4.0.15805.0_none_7219923700ae18c0\RegAsm.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_wcf-wsatconfig_b03f5f7f11d50a3a_10.0.19041.1_none_c45aa783f860ee61\WsatConfig.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_datasvcutil_b77a5c561934e089_10.0.19041.1_none_27a74d404373e881\DataSvcUtil.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_dfsvc_b03f5f7f11d50a3a_10.0.19041.1_none_26b5e44019fe7ae2\dfsvc.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_edmgen_b77a5c561934e089_10.0.19041.1_none_25aa820b9acb3357\EdmGen.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\msil_hyperv-ux-ui-vmcreate_31bf3856ad364e35_10.0.19041.1_none_8d387dde0a6c6d14\VMCreate.exe,.NET Framework,4.6
C:\Windows\WinSxS\msil_hyperv-ux-ui-vmimport_31bf3856ad364e35_10.0.19041.1_none_db0db48be3885975\VMImport.exe,.NET Framework,4.6
C:\Windows\WinSxS\msil_ieexec_b03f5f7f11d50a3a_10.0.19041.1_none_3fc8ddfd98ad3137\IEExec.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\wow64_installutil_b03f5f7f11d50a3a_4.0.15805.0_none_004b4e08cd94c339\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\wow64_installutil_b03f5f7f11d50a3a_4.0.15840.3_none_004651b8cd993d3f\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\wow64_jsc_b03f5f7f11d50a3a_4.0.15805.0_none_2ca7c9aa83eb3f88\jsc.exe,.NET Framework,4.5
C:\Windows\WinSxS\wow64_jsc_b03f5f7f11d50a3a_4.0.15840.3_none_2ca2cd5a83efb98e\jsc.exe,.NET Framework,4.5
C:\Program Files\Git\mingw64\libexec\git-core\GitHub.UI.exe,.NET Framework,4.7.2
C:\ProgramData\Sonarr\bin\ServiceInstall.dll,.NET Framework,6.0
C:\Users\same_\.vscode\extensions\ms-dotnettools.csharp-2.84.19-win32-x64\.razor\rzls.dll,.NET Framework,9.0
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\1.13.2\cli_x64\NuGet.exe,.NET Framework,4.5
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\3.33.0\cli_x64\func.dll,.NET Framework,3.1
C:\Users\same_\AppData\Local\AzureFunctionsTools\Releases\3.33.0\cli_x64\dotnet-aspnet-codegenerator-design.dll,.NET Framework,2.0
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXInstaller.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXConfigurationUpdater.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSHiveStub.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\vs_layout.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\vs_installershell.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\vs_installer.windows.exe,.NET Framework,v2.0.50727
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\vs_installer.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\VSInstallerElevationService.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\0jewprav.o2j\setup.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\Feedback\dump64a.exe,.NET Framework,4.8
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\Feedback\dump64.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXConfigurationUpdater.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.exe,.NET Framework,4.7.2
C:\Users\same_\AppData\Local\Temp\41pghhiz.f5t\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSHiveStub.exe,.NET Framework,4.7.2
